"URL"
"http://english.aljazeera.net/Services/Rss/?PostingId=2007731105943979989"
"http://rss.cnn.com/rss/edition_business.rss"
"http://www.nytimes.com/services/xml/rss/nyt/AsiaPacific.xml"
"http://newsrss.bbc.co.uk/rss/newsonline_world_edition/americas/rss.xml"
"http://timesofindia.indiatimes.com/rssfeeds/296589292.cms"
"http://online.wsj.com/xml/rss/3_7204.xml"
"http://www.ft.com/rss/world"
"http://www.economist.com/rss/science_and_technology_rss.xml"
"http://www.guardian.co.uk/rssfeed/0,,4,00.xml"
"http://feeds.huffingtonpost.com/huffingtonpost/LatestNews"
"http://feeds.gawker.com/gizmodo/full"
"http://scobleizer.com/feed/"
"http://feeds.latimes.com/latimes/technology?format=xml"
"http://feeds.newsweek.com/newsweek/WorldNews"
"http://feeds.reuters.com/reuters/worldNews?format=xml"
"http://www.businessweek.com/rss/europe.rss"
"http://feeds.wired.com/wired/index?format=xml"
"http://www.thedailystar.net/latest/rss/rss.xml"
"http://hosted.ap.org/lineups/TOPHEADS.rss?SITE=FLDAY&SECTION=HOME"
"http://feeds.newscientist.com/science-news"
